"y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","feature","no_nas","color"
633.0,633.0,633.13482666,633.315368652,633.635742188,633.93347168,634.109191895,634.378479004,634.42779541,634.705505371,634.795471191,634.976501465,635.211364746,635.173828125,635.219848633,635.397705078,635.776123047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","18","#97D938"
364.0,364.0,363.963470459,364.11151123,364.270263672,364.463592529,364.65246582,364.805511475,364.789611816,364.937255859,364.934906006,365.091949463,365.238952637,365.114227295,365.114562988,365.217834473,365.395904541,365.530670166,365.665710449,365.799285889,365.975738525,366.025848389,366.068115234,366.314788818,366.4453125,366.592529297,366.906768799,366.98928833,367.161346436,367.289215088,367.378692627,367.55078125,367.783599854,367.761932373,367.916137695,367.999481201,368.188812256,368.368774414,368.4871521,368.538208008,368.749969482,368.700592041,368.876312256,369.004211426,368.985626221,369.194488525,369.364685059,369.483947754,369.642913818,369.926147461,369.992950439,370.005706787,370.151947021,370.217773438,370.629974365,370.890991211,371.120727539,371.257080078,371.28604126,371.353149414,371.509887695,371.433868408,371.323181152,371.358337402,371.314331055,371.407165527,371.448577881,371.606506348,371.55758667,371.739898682,371.943206787,372.193023682,372.317932129,372.683898926,372.873260498,372.94631958,373.113220215,373.155090332,373.005889893,372.904876709,373.061798096,373.133483887,373.321014404,373.643768311,373.471679688,373.496154785,373.494567871,373.550842285,373.544769287,373.517822266,373.50680542,373.863128662,373.880432129,374.019287109,374.170013428,374.017059326,374.227020264,374.303466797,374.232147217,374.321136475,374.590515137,"lamppost1","102","#3A526C"
639.0,639.0,639.127258301,639.312255859,639.649108887,639.935119629,640.106384277,640.385925293,640.45501709,640.732666016,640.820861816,640.998535156,641.219665527,641.190734863,641.25189209,641.445556641,641.852111816,685.28692627,685.600463867,685.819641113,686.026062012,686.088745117,686.083374023,686.349487305,686.490966797,686.58404541,687.023742676,687.075195312,687.267211914,687.693786621,687.843078613,688.149047852,688.477478027,688.691589355,688.879699707,689.078674316,689.509521484,690.028564453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","39","#97D938"
650.0,650.0,650.109069824,650.332397461,650.655090332,650.951477051,651.124511719,651.38458252,651.398376465,651.653991699,651.772521973,651.947753906,652.215515137,652.136352539,652.171203613,652.375366211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","17","#97D938"
329.0,329.0,329.149993896,329.500030518,329.821228027,330.090332031,330.331695557,330.533905029,330.543914795,330.769012451,330.785919189,330.948913574,331.175598145,331.089660645,331.190307617,331.321624756,331.477630615,331.63873291,331.825256348,331.955780029,332.202850342,332.27911377,332.31930542,332.677886963,332.784179688,332.872772217,333.080780029,333.054443359,333.137451172,333.244750977,333.15234375,333.266418457,333.285949707,333.226348877,333.354675293,333.296813965,333.313964844,333.344482422,333.230407715,332.96194458,332.884918213,332.490142822,332.244476318,332.089111328,331.87322998,331.781860352,331.705963135,331.313415527,331.260467529,331.29119873,331.094024658,330.97744751,330.810638428,330.673309326,330.889465332,330.916320801,330.971496582,330.880615234,330.654968262,330.481689453,330.454650879,330.170288086,329.87902832,329.815582275,329.571716309,329.433532715,329.497711182,329.544433594,329.48626709,329.806671143,330.009613037,330.277954102,330.5027771,330.840240479,331.055358887,331.082305908,331.284820557,331.269592285,331.065185547,330.984161377,331.153717041,331.155487061,331.279266357,331.640045166,331.437896729,331.376525879,331.401794434,331.495300293,331.48034668,331.436523438,331.342956543,331.760559082,331.796051025,331.941314697,332.157958984,332.048431396,332.226623535,332.328643799,332.247467041,332.40045166,332.682769775,"tower","102","#B7B282"
571.0,571.0,571.10925293,571.286376953,571.600830078,571.88104248,572.054443359,572.278076172,572.325439453,572.608398438,572.680358887,572.86895752,573.081481934,573.053161621,573.07635498,573.213745117,573.604736328,573.741821289,573.956726074,574.094238281,574.297546387,574.373779297,574.414550781,574.742126465,574.882995605,575.015380859,575.357177734,575.537231445,575.773803711,576.005126953,576.170959473,576.397338867,576.620727539,576.860534668,576.990478516,577.024841309,577.264953613,577.514404297,577.613037109,577.771911621,577.942016602,577.991943359,578.202636719,578.394470215,578.488037109,578.73260498,578.959472656,579.112487793,579.260925293,579.620239258,579.731872559,579.671630859,579.881286621,579.893920898,580.166442871,580.507263184,580.822753906,580.964599609,581.041687012,581.08605957,581.343811035,581.401550293,581.412353516,581.511108398,581.592529297,581.73046875,581.792602539,581.963195801,581.908813477,585.49395752,585.72869873,585.919555664,586.002197266,586.294799805,586.580688477,586.652954102,586.887390137,586.903320312,586.749267578,586.72857666,586.888305664,586.909362793,587.043212891,587.276611328,587.141174316,587.090270996,587.031860352,587.033752441,586.959533691,586.857910156,586.80480957,587.066223145,587.088134766,587.233093262,587.360534668,587.211669922,587.41986084,587.529846191,587.443481445,587.67010498,587.877319336,"bush1","102","#97D938"
608.0,608.0,608.085571289,608.26751709,608.591430664,608.876220703,609.061157227,609.336608887,609.361999512,609.61541748,609.67578125,609.845031738,610.086853027,610.074157715,610.107421875,610.266906738,610.653442383,610.758239746,610.968811035,611.13684082,611.323486328,611.41619873,611.487609863,611.828125,611.94720459,612.04864502,612.397094727,612.64074707,612.746948242,613.049377441,613.229675293,613.475402832,613.717346191,613.901000977,613.957092285,614.020385742,614.286193848,614.555908203,614.752563477,614.882507324,615.015014648,615.027648926,615.201721191,615.416259766,615.458862305,615.74597168,616.010375977,616.116699219,616.231750488,616.553466797,616.704772949,616.843078613,616.913757324,616.966491699,617.354919434,617.606750488,617.857543945,618.043884277,618.101623535,618.229370117,618.515991211,618.541259766,618.533691406,618.620300293,618.666870117,618.770568848,618.892150879,619.019348145,596.280761719,609.383056641,609.609436035,609.847717285,609.937072754,610.222473145,610.486328125,610.555297852,610.80291748,610.860412598,610.701965332,610.649719238,610.794494629,610.832519531,610.983947754,611.164978027,611.047302246,611.02911377,610.971191406,610.981079102,610.892883301,610.807373047,610.763244629,611.006591797,611.049804688,611.198425293,611.321105957,611.177246094,611.35925293,611.448486328,611.418212891,611.575317383,611.843200684,"bush1","102","#97D938"
148.0,148.0,148.062576294,148.333236694,148.651733398,149.013687134,149.210906982,149.44694519,149.465774536,149.670425415,149.686355591,149.921081543,150.102539062,150.043777466,150.098632812,150.226547241,150.412246704,150.566818237,150.748291016,150.874435425,151.137741089,151.262298584,151.405563354,151.749893188,151.916503906,152.074371338,152.425598145,152.523635864,152.726959229,152.839355469,152.918411255,153.061691284,153.309387207,153.311157227,153.585281372,153.662231445,153.864379883,154.022171021,154.14225769,154.185882568,154.404907227,154.344512939,154.575622559,154.682922363,154.652236938,154.889541626,155.031784058,155.109283447,155.210998535,155.49810791,155.669281006,155.680435181,155.887145996,155.923553467,156.367980957,156.647232056,156.896316528,157.033950806,157.062225342,157.074417114,157.190750122,157.067092896,156.980773926,157.029098511,156.908691406,156.999954224,157.051269531,157.232070923,157.256896973,157.596130371,157.85118103,158.134033203,158.333450317,158.663101196,158.901641846,158.9949646,159.130126953,159.173492432,159.028152466,158.820343018,158.980102539,159.037628174,159.186981201,159.442367554,159.236709595,159.274963379,159.260101318,159.351547241,159.334716797,159.291992188,159.265625,159.559921265,159.687652588,159.832626343,160.05619812,159.934249878,160.091262817,160.151565552,160.200378418,160.218704224,160.561569214,"tower","102","#B7B282"
469.0,469.0,469.126953125,469.596130371,469.941040039,470.207427979,470.582519531,470.775848389,470.766296387,470.995819092,471.021453857,471.225799561,471.43057251,471.288513184,471.355743408,471.410888672,471.512115479,471.622039795,471.820556641,471.90032959,472.176635742,472.282073975,472.342407227,472.723907471,472.824676514,472.949401855,473.234649658,473.249389648,473.412139893,473.479370117,473.482543945,473.67098999,473.73739624,473.61819458,473.715393066,473.642822266,473.62020874,473.691436768,473.602020264,473.321380615,473.301239014,473.083099365,472.988494873,472.899017334,472.721862793,472.526062012,472.434814453,472.133575439,472.028076172,472.045257568,471.841583252,471.64453125,471.501159668,471.305267334,471.45211792,471.573181152,471.49508667,471.386199951,471.165161133,470.931976318,470.919921875,470.694335938,470.147735596,470.042572021,469.603851318,469.363983154,469.279205322,469.047485352,468.776611328,469.364562988,469.303253174,469.471862793,469.366027832,469.404693604,469.361083984,469.149749756,469.212310791,469.09967041,468.715637207,468.379943848,468.4559021,468.263946533,468.265594482,468.465362549,468.173034668,468.017547607,467.939422607,467.93170166,467.84375,467.722595215,467.540496826,467.93637085,467.930786133,468.099639893,468.275665283,468.165679932,468.383911133,468.472442627,468.389770508,468.576965332,468.793304443,"cable2","102","#353636"
595.0,595.0,595.131164551,595.423156738,595.729553223,596.034790039,596.25567627,596.481933594,596.495666504,596.717163086,596.720031738,596.938293457,597.17401123,597.103088379,597.173522949,597.316040039,597.506347656,597.651000977,597.842529297,597.989379883,598.233032227,598.367797852,598.4765625,598.817993164,598.973388672,599.121520996,599.482421875,599.607971191,599.786804199,599.947509766,600.028381348,600.209899902,600.398376465,600.432556152,600.672485352,600.752380371,600.939025879,601.133666992,601.260742188,601.291564941,601.544433594,601.50201416,601.666320801,601.813293457,601.814941406,602.007751465,602.176635742,602.203186035,602.379577637,602.689086914,602.817016602,602.847167969,602.99206543,603.09161377,603.53503418,603.806030273,604.026855469,604.187133789,604.190185547,604.243713379,604.37286377,604.289123535,604.176635742,604.233703613,604.142211914,604.228942871,604.295837402,604.464233398,604.431518555,604.786865234,605.030456543,605.303833008,605.535095215,605.8515625,606.05065918,606.079162598,606.284973145,606.319763184,606.116088867,605.966430664,606.127380371,606.161682129,606.325317383,606.643737793,606.428833008,606.419433594,606.410888672,606.50579834,606.466003418,606.371032715,606.34564209,606.710205078,606.768432617,606.932556152,607.16229248,607.005310059,607.202270508,607.265930176,607.298828125,607.351257324,607.649108887,"tree4","102","#25C50C"
267.0,267.0,267.079284668,267.385314941,267.652374268,267.992706299,268.206451416,268.456512451,268.456665039,268.679199219,268.675231934,268.918884277,269.097595215,269.014038086,269.08026123,269.214569092,269.387817383,269.544616699,269.716094971,269.85067749,270.096069336,270.235809326,270.352142334,270.709503174,270.86328125,271.010284424,271.352539062,271.423828125,271.655975342,271.763305664,271.839141846,271.995727539,272.241821289,272.248413086,272.449798584,272.566040039,272.780639648,272.958557129,273.046356201,273.102844238,273.309020996,273.255218506,273.44909668,273.609130859,273.548583984,273.774993896,273.911071777,273.96572876,274.074829102,274.349700928,274.476318359,274.512481689,274.722045898,274.806213379,275.210418701,275.465515137,275.735931396,275.88192749,275.887207031,275.950500488,276.029876709,275.919799805,275.832977295,275.904602051,275.751739502,275.840057373,275.914978027,276.071594238,276.114837646,276.417785645,276.679016113,277.007659912,277.151489258,277.478851318,277.710632324,277.801361084,277.966644287,277.995239258,277.811401367,277.626586914,277.790344238,277.846221924,277.97354126,278.219726562,278.020568848,278.046173096,278.062927246,278.10848999,278.085113525,278.037536621,277.969299316,278.190734863,278.141662598,278.093688965,278.208984375,277.841400146,277.763641357,277.626159668,277.268920898,276.968200684,277.007171631,"tower","102","#B7B282"
636.0,636.0,636.124694824,636.291320801,636.611572266,636.897583008,637.068359375,637.309326172,637.344421387,637.642822266,637.73046875,637.931213379,638.178771973,638.14239502,638.160644531,638.335083008,638.14630127,656.57635498,656.807495117,656.959655762,657.153137207,657.247131348,657.280273438,657.645202637,657.773620605,657.91217041,658.251586914,658.407531738,658.661315918,658.903442383,659.072631836,659.330383301,659.59185791,659.759216309,659.933166504,660.005737305,660.243103027,660.585571289,660.742248535,660.792907715,661.021606445,661.051269531,661.132568359,661.377319336,661.453369141,661.732116699,661.992919922,662.126586914,662.374511719,662.692077637,662.846313477,662.844055176,662.895507812,663.018493652,663.379943848,663.654846191,663.907104492,664.075012207,664.144592285,664.263977051,664.561462402,664.613647461,664.555358887,664.677612305,664.761474609,664.864746094,664.970581055,665.097351074,630.183532715,682.515930176,682.713012695,682.891174316,682.960205078,683.293579102,683.62902832,683.653747559,683.895202637,683.93762207,683.801757812,683.752319336,683.919799805,683.970947266,684.06829834,684.271057129,684.133422852,684.092529297,684.038330078,684.069885254,683.974365234,683.898498535,683.884643555,684.165283203,684.189208984,684.244995117,684.502868652,684.308166504,684.464782715,684.596069336,684.544372559,684.708679199,684.965576172,"bush1","102","#97D938"
157.0,157.0,157.086624146,157.365310669,157.677810669,158.032943726,158.239471436,158.462081909,158.491516113,158.715667725,158.704483032,158.954086304,159.125991821,159.056762695,159.119689941,159.249694824,159.453277588,159.596542358,159.804580688,159.907424927,160.148834229,160.282730103,160.409210205,160.769378662,160.937957764,161.103057861,161.445892334,161.533889771,161.734573364,161.852401733,161.931152344,162.085235596,162.336029053,162.334655762,162.592636108,162.69342041,162.892883301,163.030136108,163.160415649,163.208389282,163.419769287,163.384048462,163.58303833,163.738220215,163.680633545,163.895019531,164.058898926,164.110870361,164.222335815,164.519485474,164.666809082,164.713195801,164.896392822,164.937530518,165.390853882,165.667739868,165.915908813,166.059417725,166.076019287,166.110778809,166.200439453,166.102310181,166.00881958,166.055389404,165.930923462,166.029663086,166.09815979,166.26260376,166.2837677,166.630203247,166.871276855,167.175720215,167.333511353,167.682296753,167.898086548,167.987411499,168.160583496,168.168746948,168.023590088,167.862380981,168.00340271,168.057785034,168.228118896,168.465499878,168.26133728,168.291137695,168.281036377,168.362915039,168.327362061,168.285644531,168.285614014,168.575897217,168.688018799,168.848297119,169.044921875,168.935409546,169.10383606,169.164413452,169.209030151,169.238418579,169.530975342,"tower","102","#B7B282"
